LP.,Podział administracyjny,OGÓŁEM,Podpowierzchniowy,Pokrywy gleby,Całkowity drzew,Pojedyncze drzewo
128,krakowski,7,0,5,1,1
129,Kraków,6,1,4,0,1
130,limanowski,5,0,3,0,2
131,miechowski,0,0,0,0,0
132,myślenicki,13,0,11,0,2
133,nowosądecki,13,0,13,0,0
134,nowotarski,14,1,10,0,3
135,Nowy Sącz,0,0,0,0,0
136,olkuski,52,1,47,1,3
137,oświęcimski,2,0,2,0,0
138,proszowicki,0,0,0,0,0
139,suski,1,0,1,0,0
140,tarnowski,17,0,16,1,0
141,Tarnów,0,0,0,0,0
142,tatrzański,4,1,3,0,0
143,wadowicki,7,0,5,0,2
144,wielicki,2,1,1,0,0
145,MAZOWIECKIE,1494,32,1402,30,30
146,białobrzeski,46,0,44,2,0
147,ciechanowski,24,0,21,2,1
148,garwoliński,41,0,40,1,0
149,gostyniński,7,0,5,0,2
150,grodziski,6,0,5,0,1
151,grójecki,41,1,37,2,1
152,kozienicki,53,1,49,2,1
153,legionowski,22,0,22,0,0
154,lipski,19,1,17,0,1
155,łosicki,10,0,9,0,1
156,makowski,7,0,7,0,0
157,miński,50,0,47,1,2
158,mławski,17,0,17,0,0
159,nowodworski,23,0,22,0,1
160,ostrołęcki,52,1,51,0,0
161,Ostrołęka,2,1,1,0,0
162,ostrowski,50,1,48,0,1
163,otwocki,61,0,58,0,3
164,piaseczyński,94,15,77,1,1
165,Płock,4,0,3,0,1
166,płocki,18,1,17,0,0
167,płoński,15,0,15,0,0
168,pruszkowski,6,0,6,0,0
169,przasnyski,20,0,18,2,0
170,przysuski,60,0,52,5,3
171,pułtuski,4,0,4,0,0
172,Radom,14,0,12,2,0
173,radomski,153,3,144,5,1
174,Siedlce,8,1,7,0,0
175,siedlecki,56,1,55,0,0
176,sierpecki,4,0,4,0,0
177,sochaczewski,8,0,6,1,1
178,sokołowski,25,0,23,1,1
179,szydłowiecki,29,0,27,2,0
180,Warszawa,56,0,49,0,7
181,warszawski zachodni,4,0,4,0,0
182,węgrowski,46,2,44,0,0
183,wołomiński,285,2,283,0,0
184,wyszkowski,33,1,32,0,0
185,zwoleński,11,0,10,1,0
186,żuromiński,0,0,0,0,0
187,żyrardowski,10,0,10,0,0
188,OPOLSKIE,123,6,100,7,10
189,brzeski,17,3,14,0,0
190,głubczycki,0,0,0,0,0
191,kędzierzyńsko-kozielski,21,0,18,1,2
192,kluczborski,5,0,3,1,1
193,krapkowicki,3,0,3,0,0
194,namysłowski,9,0,4,0,5
195,nyski,10,1,7,1,1
196,oleski,9,0,8,1,0
197,Opole,2,0,2,0,0
198,opolski,40,2,35,2,1
199,prudnicki,1,0,1,0,0
200,strzelecki,6,0,5,1,0
201,PODKARPACKIE,333,8,296,20,9
202,bieszczadzki,1,0,1,0,0
203,brzozowski,5,0,5,0,0
204,dębicki,6,0,6,0,0
205,jarosławski,14,0,10,3,1
206,jasielski,7,0,5,1,1
207,kolbuszowski,48,3,42,3,0
208,Krosno,1,0,0,0,1
209,krośnieński,2,0,2,0,0
210,leski,3,0,2,0,1
211,leżajski,22,0,19,2,1
212,lubaczowski,12,3,9,0,0
213,łańcucki,9,0,7,2,0
214,mielecki,18,0,17,0,1
215,niżański,52,0,51,1,0
216,przemyski,5,0,4,0,1
217,Przemyśl,0,0,0,0,0
218,przeworski,9,0,7,1,1
219,ropczycko-sędziszowski,9,0,6,3,0
220,rzeszowski,8,0,8,0,0
221,Rzeszów,0,0,0,0,0
222,sanocki,1,0,1,0,0
223,stalowowolski,55,2,50,2,1
224,strzyżowski,5,0,5,0,0
225,Tarnobrzeg,1,0,1,0,0
226,tarnobrzeski,40,0,38,2,0
227,PODLASKIE,180,2,159,8,11
228,augustowski,13,0,11,0,2
229,białostocki,33,0,30,2,1
230,Białystok,5,0,5,0,0
231,bielski,8,0,7,1,0
232,grajewski,2,0,1,0,1
233,hajnowski,31,1,26,0,4
234,kolneński,15,0,13,0,2
235,Łomża,0,0,0,0,0
236,łomżyński,16,0,13,2,1
237,moniecki,12,0,12,0,0
238,sejneński,4,0,4,0,0
239,siemiatycki,11,1,8,2,0
240,sokólski,5,0,5,0,0
241,suwalski,4,0,4,0,0
242,Suwałki,0,0,0,0,0
243,wysokomazowiecki,11,0,11,0,0
244,zambrowski,10,0,9,1,0
245,POMORSKIE,357,24,310,1,22
246,bytowski,16,2,12,0,2
247,chojnicki,16,0,15,1,0
248,człuchowski,7,0,7,0,0
249,Gdańsk,55,4,43,0,8
250,gdański,13,2,9,0,2
251,Gdynia,31,0,29,0,2
252,kartuski,44,7,37,0,0
253,kościerski,24,0,23,0,1
254,kwidzyński,2,0,2,0,0
255,lęborski,8,1,7,0,0
256,malborski,0,0,0,0,0
257,nowodworski,14,1,13,0,0
258,pucki,6,0,6,0,0
259,Słupsk,8,0,5,0,3
260,słupski,32,3,27,0,2
261,Sopot,2,0,2,0,0
262,starogardzki,20,2,16,0,2
263,sztumski,10,2,8,0,0
264,tczewski,8,0,8,0,0
265,wejherowski,41,0,41,0,0
266,ŚLĄSKIE,301,11,253,19,18
267,będziński,17,0,15,2,0
268,bielski,2,0,2,0,0
269,Bielsko-Biała,2,0,1,0,1
270,bieruńsko-lędziński,4,0,3,0,1
271,Bytom,2,0,2,0,0
272,Chorzów,0,0,0,0,0
273,cieszyński,4,0,4,0,0
274,Częstochowa,4,0,4,0,0
275,częstochowski,43,3,36,3,1
276,Dąbrowa Górnicza,4,0,3,0,1
277,Gliwice,3,0,2,0,1
278,gliwicki,10,1,8,0,1
279,Jastrzębie-Zdrój,3,0,2,0,1
280,Jaworzno,9,1,6,0,2
281,Katowice,3,0,2,0,1
282,kłobucki,23,0,23,0,0
283,lubliniecki,14,0,14,0,0
284,mikołowski,1,0,1,0,0
285,Mysłowice,1,0,1,0,0
286,myszkowski,32,1,23,7,1
287,Piekary Śląskie,0,0,0,0,0
288,pszczyński,4,0,4,0,0
289,raciborski,5,0,5,0,0
290,Ruda Śląska,3,1,2,0,0
291,rybnicki,11,1,8,1,1
292,Rybnik,10,0,9,0,1
293,Siemianowice Śląskie,1,0,0,0,1
294,Sosnowiec,15,0,15,0,0
295,Świętochłowice,2,0,2,0,0
296,tarnogórski,25,1,22,2,0
297,Tychy,12,1,9,0,2
298,wodzisławski,1,0,1,0,0
299,Zabrze,0,0,0,0,0
300,zawierciański,27,1,22,3,1
301,Żory,0,0,0,0,0
302,żywiecki,4,0,2,1,1
303,ŚWIĘTOKRZYSKIE,504,5,464,26,9
304,buski,43,0,39,2,2
305,jędrzejowski,39,0,37,2,0
306,kazimierski,0,0,0,0,0
307,Kielce,7,0,7,0,0
308,kielecki,91,1,85,3,2
309,konecki,76,1,74,1,0
310,opatowski,3,0,3,0,0
311,ostrowiecki,26,1,23,1,1
312,pińczowski,32,0,27,2,3
313,sandomierski,33,0,33,0,0
314,skarżyski,36,2,32,1,1
315,starachowicki,28,0,23,5,0
316,staszowski,69,0,63,6,0
317,włoszczowski,21,0,18,3,0
318,WARMIŃSKO-MAZURSKIE,160,12,136,5,7
319,bartoszycki,5,2,2,1,0
320,braniewski,2,0,1,0,1
321,działdowski,11,0,11,0,0
322,Elbląg,1,0,1,0,0
323,elbląski,1,0,1,0,0
324,ełcki,0,0,0,0,0
325,giżycki,7,1,5,0,1
326,gołdapski,1,0,1,0,0
327,iławski,3,0,3,0,0
328,kętrzyński,3,0,3,0,0
329,lidzbarski,1,0,1,0,0
330,mrągowski,14,1,11,1,1
331,nidzicki,5,0,5,0,0
332,nowomiejski,7,0,7,0,0
333,olecki,3,0,2,1,0
334,Olsztyn,17,3,12,0,2
335,olsztyński,26,3,22,1,0
336,ostródzki,13,1,10,1,1
337,piski,12,1,11,0,0
338,szczycieński,26,0,25,0,1
339,węgorzewski,2,0,2,0,0
340,WIELKOPOLSKIE,629,20,570,15,24
341,chodzieski,15,1,10,2,2
342,czarnkowsko-trzcianecki,48,0,44,3,1
343,gnieźnieński,2,0,2,0,0
344,gostyński,6,0,6,0,0
345,grodziski,16,0,14,0,2
346,jarociński,27,0,26,0,1
347,kaliski,36,1,35,0,0
348,Kalisz,2,1,1,0,0
349,kępiński,14,0,12,0,2
350,kolski,17,2,15,0,0
351,Konin,1,0,1,0,0
352,koniński,36,2,30,1,3
353,kościański,2,0,2,0,0
354,krotoszyński,2,0,2,0,0
355,leszczyński,11,0,11,0,0
356,Leszno,1,0,1,0,0
357,międzychodzki,13,2,11,0,0
358,nowotomyski,28,0,27,1,0
359,obornicki,38,0,36,0,2
360,ostrowski,17,0,17,0,0
361,ostrzeszowski,20,4,16,0,0
362,pilski,36,1,33,1,1
363,pleszewski,26,0,25,0,1
364,Poznań,11,1,7,1,2
365,poznański,49,1,44,0,4
366,rawicki,8,1,7,0,0
367,słupecki,8,0,7,0,1
368,szamotulski,20,0,19,1,0
369,średzki,17,1,15,1,0
370,śremski,9,0,9,0,0
371,turecki,29,0,29,0,0
372,wągrowiecki,17,2,13,1,1
373,wolsztyński,15,0,15,0,0
374,wrzesiński,10,0,10,0,0
375,złotowski,22,0,18,3,1
376,ZACHODNIOPOMORSKIE,372,26,312,9,25
377,białogardzki,4,0,4,0,0
378,choszczeński,34,4,27,0,3
379,drawski,35,0,33,2,0
380,goleniowski,39,0,36,1,2
381,gryficki,7,0,7,0,0
382,gryfiński,28,2,21,1,4
383,kamieński,25,6,16,0,3
384,kołobrzeski,4,1,3,0,0
385,Koszalin,2,0,2,0,0
386,koszaliński,19,2,16,0,1
387,łobeski,8,1,7,0,0
388,myśliborski,24,3,20,0,1
389,policki,34,2,25,3,4
390,pyrzycki,1,0,1,0,0
391,sławieński,3,0,3,0,0
392,stargardzki,27,0,26,0,1
393,Szczecin,12,1,11,0,0
394,szczecinecki,11,0,6,1,4
395,świdwiński,8,1,6,1,0
396,Świnoujście,36,2,32,0,2
397,wałecki,11,1,10,0,0
